ID,Case,choice,SP,av_walk,av_bus,av_mc,time_walk,cost_walk,att1_walk,att2_walk,time_bus,cost_bus,att_bus,time_mc,cost_mc,att_mc,male,income
1,1,1,1,1,1,1,10,0,1,1,15,0,1,3,10,1,1,2
1,2,1,1,1,1,1,10,0,0,1,25,0,1,8,10,1,1,2
1,3,2,1,1,1,1,10,0,0,1,50,0,1,13,15,0,1,2
1,4,3,1,1,1,1,10,0,0,1,50,0,1,13,10,0,1,2
2,1,2,1,1,1,1,10,0,1,1,15,0,1,3,10,1,0,2
2,2,1,1,1,1,1,10,0,0,1,25,0,1,8,10,1,0,2
2,3,3,1,1,1,1,10,0,0,1,50,0,1,13,15,0,0,2
2,4,1,1,1,1,1,10,0,0,1,50,0,1,13,10,0,0,2
3,1,2,1,1,1,1,10,0,1,1,15,0,1,3,10,1,1,2
3,2,3,1,1,1,1,10,0,0,1,25,0,1,8,10,1,1,2
3,3,1,1,1,1,1,10,0,0,1,50,0,1,13,15,0,1,2
3,4,3,1,1,1,1,10,0,0,1,50,0,1,13,10,0,1,2
4,1,2,1,1,1,1,10,0,1,1,15,0,1,3,10,1,1,3
4,2,1,1,1,1,1,10,0,0,1,25,0,1,8,10,1,1,3
4,3,3,1,1,1,1,10,0,0,1,50,0,1,13,15,0,1,3
4,4,2,1,1,1,1,10,0,0,1,50,0,1,13,10,0,1,3
5,1,2,1,0,1,1,10,0,1,1,15,0,1,3,10,1,0,4
5,2,3,1,0,1,1,10,0,0,1,25,0,1,8,10,1,0,4
5,3,3,1,0,1,1,10,0,0,1,50,0,1,13,15,0,0,4
5,4,3,1,0,1,1,10,0,0,1,50,0,1,13,10,0,0,4
6,1,3,1,0,0,1,10,0,1,1,15,0,1,3,10,1,0,3
6,2,3,1,0,0,1,10,0,0,1,25,0,1,8,10,1,0,3
6,3,3,1,0,0,1,10,0,0,1,50,0,1,13,15,0,0,3
6,4,3,1,0,0,1,10,0,0,1,50,0,1,13,10,0,0,3
7,1,3,1,0,1,1,10,0,1,1,15,0,1,3,10,1,0,1
7,2,2,1,0,1,1,10,0,0,1,25,0,1,8,10,1,0,1
7,3,3,1,0,1,1,10,0,0,1,50,0,1,13,15,0,0,1
7,4,2,1,0,1,1,10,0,0,1,50,0,1,13,10,0,0,1
8,1,1,1,1,0,1,10,0,1,1,15,0,1,3,10,1,1,2
8,2,3,1,1,0,1,10,0,0,1,25,0,1,8,10,1,1,2
8,3,3,1,1,0,1,10,0,0,1,50,0,1,13,15,0,1,2
8,4,1,1,1,0,1,10,0,0,1,50,0,1,13,10,0,1,2
9,1,1,1,1,0,0,10,0,1,1,15,0,1,3,10,1,1,1
9,2,1,1,1,0,0,10,0,0,1,25,0,1,8,10,1,1,1
9,3,1,1,1,0,0,10,0,0,1,50,0,1,13,15,0,1,1
9,4,1,1,1,0,0,10,0,0,1,50,0,1,13,10,0,1,1
10,1,2,1,0,1,1,10,0,1,1,15,0,1,3,10,1,0,2
10,2,3,1,0,1,1,10,0,0,1,25,0,1,8,10,1,0,2
10,3,3,1,0,1,1,10,0,0,1,50,0,1,13,15,0,0,2
10,4,2,1,0,1,1,10,0,0,1,50,0,1,13,10,0,0,2
11,1,2,1,1,1,1,10,0,1,1,15,0,1,3,10,1,0,3
11,2,3,1,1,1,1,10,0,0,1,25,0,1,8,10,1,0,3
11,3,1,1,1,1,1,10,0,0,1,50,0,1,13,15,0,0,3
11,4,2,1,1,1,1,10,0,0,1,50,0,1,13,10,0,0,3
12,1,1,1,1,0,0,10,0,1,1,15,0,1,3,10,1,1,2
12,2,1,1,1,0,0,10,0,0,1,25,0,1,8,10,1,1,2
12,3,1,1,1,0,0,10,0,0,1,50,0,1,13,15,0,1,2
12,4,1,1,1,0,0,10,0,0,1,50,0,1,13,10,0,1,2
13,1,3,1,0,0,1,10,0,0,0,50,0,0,3,10,1,1,2
13,2,3,1,0,0,1,10,0,0,0,25,0,0,8,10,1,1,2
13,3,3,1,0,0,1,10,0,1,0,50,0,0,13,10,0,1,2
13,4,3,1,0,0,1,10,0,0,0,50,0,0,13,10,0,1,2
14,1,3,1,0,1,1,10,0,0,0,50,0,0,3,10,1,0,2
14,2,2,1,0,1,1,10,0,0,0,25,0,0,8,10,1,0,2
14,3,2,1,0,1,1,10,0,1,0,50,0,0,13,10,0,0,2
14,4,2,1,0,1,1,10,0,0,0,50,0,0,13,10,0,0,2
15,1,2,1,0,1,1,10,0,0,0,50,0,0,3,10,0,0,1
15,2,2,1,0,1,1,10,0,0,0,25,0,0,8,10,1,0,1
15,3,2,1,0,1,1,10,0,1,0,50,0,0,13,10,0,0,1
15,4,3,1,0,1,1,10,0,0,0,50,0,0,13,10,1,0,1
16,1,1,1,1,0,0,10,0,0,0,50,0,0,3,10,0,0,1
16,2,1,1,1,0,0,10,0,0,0,25,0,0,8,10,1,0,1
16,3,1,1,1,0,0,10,0,1,0,50,0,0,13,10,0,0,1
16,4,1,1,1,0,0,10,0,0,0,50,0,0,13,10,1,0,1
17,1,1,1,1,0,1,10,0,0,0,50,0,0,3,10,0,1,1
17,2,3,1,1,0,1,10,0,0,0,25,0,0,8,10,1,1,1
17,3,1,1,1,0,1,10,0,1,0,50,0,0,13,10,0,1,1
17,4,3,1,1,0,1,10,0,0,0,50,0,0,13,10,1,1,1
18,1,2,1,0,1,1,10,0,0,0,50,0,0,3,10,0,0,3
18,2,3,1,0,1,1,10,0,0,0,25,0,0,8,10,1,0,3
18,3,3,1,0,1,1,10,0,1,0,50,0,0,13,10,0,0,3
18,4,3,1,0,1,1,10,0,0,0,50,0,0,13,10,1,0,3
19,1,2,1,0,1,1,10,0,0,0,50,0,0,3,10,0,0,4
19,2,3,1,0,1,1,10,0,0,0,25,0,0,8,10,1,0,4
19,3,3,1,0,1,1,10,0,1,0,50,0,0,13,10,0,0,4
19,4,3,1,0,1,1,10,0,0,0,50,0,0,13,10,1,0,4
20,1,3,1,0,0,1,10,0,0,0,50,0,0,3,10,0,0,2
20,2,3,1,0,0,1,10,0,0,0,25,0,0,8,10,1,0,2
20,3,3,1,0,0,1,10,0,1,0,50,0,0,13,10,0,0,2
20,4,3,1,0,0,1,10,0,0,0,50,0,0,13,10,1,0,2
21,1,1,1,1,0,0,10,0,0,0,50,0,0,3,10,0,1,1
21,2,1,1,1,0,0,10,0,0,0,25,0,0,8,10,1,1,1
21,3,1,1,1,0,0,10,0,1,0,50,0,0,13,10,0,1,1
21,4,1,1,1,0,0,10,0,0,0,50,0,0,13,10,1,1,1
22,1,1,1,1,0,0,10,0,0,0,50,0,0,3,10,0,1,1
22,2,1,1,1,0,0,10,0,0,0,25,0,0,8,10,1,1,1
22,3,1,1,1,0,0,10,0,1,0,50,0,0,13,10,0,1,1
22,4,1,1,1,0,0,10,0,0,0,50,0,0,13,10,1,1,1
23,1,2,1,0,1,1,10,0,0,0,50,0,0,3,10,0,0,3
23,2,3,1,0,1,1,10,0,0,0,25,0,0,8,10,1,0,3
23,3,3,1,0,1,1,10,0,1,0,50,0,0,13,10,0,0,3
23,4,3,1,0,1,1,10,0,0,0,50,0,0,13,10,1,0,3
24,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,3
24,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,3
24,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,3
24,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,3
25,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,1
25,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,1
25,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,1
25,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,1
26,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,4
26,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,4
26,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,4
26,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,4
27,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,0,2
27,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,0,2
27,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,0,2
27,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,0,2
28,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
28,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
28,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
28,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
29,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,1
29,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,1
29,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,1
29,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,1
30,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,0,3
30,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,0,3
30,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,0,3
30,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,0,3
31,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
31,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
31,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
31,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
32,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,1
32,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,1
32,3,2,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,1
32,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,1
33,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,0,2
33,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,0,2
33,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,0,2
33,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,0,2
34,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
34,2,1,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
34,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
34,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
35,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
35,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
35,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
35,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
36,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,1
36,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,1
36,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,1
36,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,1
37,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
37,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
37,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
37,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
38,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
38,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
38,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
38,4,3,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
39,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
39,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
39,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
39,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
40,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
40,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
40,3,2,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
40,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
41,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
41,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
41,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
41,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
42,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,0,2
42,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,0,2
42,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,0,2
42,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,0,2
43,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
43,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
43,3,2,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
43,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
44,1,1,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
44,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
44,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
44,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
45,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
45,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
45,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
45,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
46,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
46,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
46,3,2,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
46,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
47,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,4
47,2,3,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,4
47,3,3,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,4
47,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,4
48,1,2,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
48,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
48,3,2,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
48,4,1,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
49,1,3,1,1,1,1,10,0,1,0,15,5,1,3,15,1,1,2
49,2,2,1,1,1,1,10,0,0,0,25,5,1,8,15,0,1,2
49,3,1,1,1,1,1,10,0,1,0,50,5,1,13,10,1,1,2
49,4,2,1,1,1,1,10,0,1,0,50,5,1,13,10,0,1,2
50,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
50,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
50,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
50,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
51,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
51,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
51,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
51,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
52,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
52,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
52,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
52,4,3,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
53,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,0,4
53,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,0,4
53,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,0,4
53,4,3,1,1,1,1,10,0,0,0,50,5,1,13,15,1,0,4
54,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,1
54,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,1
54,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,1
54,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,1
55,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,3
55,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,3
55,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,3
55,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,3
56,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,3
56,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,3
56,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,3
56,4,3,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,3
57,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
57,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
57,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
57,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
58,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
58,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
58,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
58,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
59,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
59,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
59,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
59,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
60,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
60,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
60,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
60,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
61,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
61,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
61,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
61,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
62,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
62,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
62,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
62,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
63,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
63,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
63,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
63,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
64,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
64,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
64,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
64,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
65,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
65,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
65,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
65,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
66,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
66,2,3,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
66,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
66,4,1,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
67,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
67,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
67,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
67,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
68,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,1,0,3
68,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,0,3
68,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,0,3
68,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,0,3
69,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
69,2,2,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
69,3,2,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
69,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
70,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
70,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
70,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
70,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
71,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
71,2,2,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
71,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
71,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
72,1,1,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
72,2,2,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
72,3,3,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
72,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
73,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
73,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
73,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
73,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
74,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,0,2
74,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,0,2
74,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,0,2
74,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,0,2
75,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,1,1,2
75,2,1,1,1,1,1,10,0,1,1,25,5,1,8,15,0,1,2
75,3,1,1,1,1,1,10,0,1,0,50,5,1,13,15,0,1,2
75,4,2,1,1,1,1,10,0,0,0,50,5,1,13,15,1,1,2
